[2025-02-08T10:34:07.366+0000] {taskinstance.py:1171} INFO - Dependencies all met for <TaskInstance: pipeline_milestone_3.post_to_elasticsearch manual__2025-02-08T10:33:59.611299+00:00 [queued]>
[2025-02-08T10:34:07.371+0000] {taskinstance.py:1171} INFO - Dependencies all met for <TaskInstance: pipeline_milestone_3.post_to_elasticsearch manual__2025-02-08T10:33:59.611299+00:00 [queued]>
[2025-02-08T10:34:07.371+0000] {taskinstance.py:1368} INFO - 
--------------------------------------------------------------------------------
[2025-02-08T10:34:07.371+0000] {taskinstance.py:1369} INFO - Starting attempt 1 of 1
[2025-02-08T10:34:07.371+0000] {taskinstance.py:1370} INFO - 
--------------------------------------------------------------------------------
[2025-02-08T10:34:07.378+0000] {taskinstance.py:1389} INFO - Executing <Task(PythonOperator): post_to_elasticsearch> on 2025-02-08 10:33:59.611299+00:00
[2025-02-08T10:34:07.390+0000] {standard_task_runner.py:52} INFO - Started process 1812 to run task
[2025-02-08T10:34:07.394+0000] {standard_task_runner.py:79} INFO - Running: ['***', 'tasks', 'run', 'pipeline_milestone_3', 'post_to_elasticsearch', 'manual__2025-02-08T10:33:59.611299+00:00', '--job-id', '37', '--raw', '--subdir', 'DAGS_FOLDER/P2M3_RizkySP_DAG.py', '--cfg-path', '/tmp/tmp9_zmweng', '--error-file', '/tmp/tmpn_s5hty3']
[2025-02-08T10:34:07.395+0000] {standard_task_runner.py:80} INFO - Job 37: Subtask post_to_elasticsearch
[2025-02-08T10:34:14.092+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/84 [status:201 request:0.019s]
[2025-02-08T10:34:14.110+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/85 [status:201 request:0.014s]
[2025-02-08T10:34:14.128+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/86 [status:201 request:0.012s]
[2025-02-08T10:34:14.145+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/87 [status:201 request:0.014s]
[2025-02-08T10:34:14.162+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/88 [status:201 request:0.014s]
[2025-02-08T10:34:14.178+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/89 [status:201 request:0.013s]
[2025-02-08T10:34:14.199+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/90 [status:201 request:0.015s]
[2025-02-08T10:34:14.229+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/91 [status:201 request:0.026s]
[2025-02-08T10:34:14.296+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/92 [status:201 request:0.052s]
[2025-02-08T10:34:14.335+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/93 [status:201 request:0.029s]
[2025-02-08T10:34:14.354+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/94 [status:201 request:0.014s]
[2025-02-08T10:34:14.377+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/95 [status:201 request:0.019s]
[2025-02-08T10:34:14.401+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/96 [status:201 request:0.020s]
[2025-02-08T10:34:14.423+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/97 [status:201 request:0.015s]
[2025-02-08T10:34:14.440+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/98 [status:201 request:0.013s]
[2025-02-08T10:34:14.458+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/99 [status:201 request:0.015s]
[2025-02-08T10:34:14.478+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/100 [status:201 request:0.017s]
[2025-02-08T10:34:14.499+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/101 [status:201 request:0.017s]
[2025-02-08T10:34:14.523+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/102 [status:201 request:0.021s]
[2025-02-08T10:34:14.548+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/103 [status:201 request:0.022s]
[2025-02-08T10:34:14.573+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/104 [status:201 request:0.018s]
[2025-02-08T10:34:14.588+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/105 [status:201 request:0.011s]
[2025-02-08T10:34:14.604+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/106 [status:201 request:0.012s]
[2025-02-08T10:34:14.622+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/107 [status:201 request:0.016s]
[2025-02-08T10:34:14.642+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/108 [status:201 request:0.016s]
[2025-02-08T10:34:14.671+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/109 [status:201 request:0.026s]
[2025-02-08T10:34:14.687+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/110 [status:201 request:0.011s]
[2025-02-08T10:34:14.705+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/111 [status:201 request:0.016s]
[2025-02-08T10:34:14.727+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/112 [status:201 request:0.013s]
[2025-02-08T10:34:14.745+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/113 [status:201 request:0.013s]
[2025-02-08T10:34:14.767+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/114 [status:201 request:0.017s]
[2025-02-08T10:34:14.798+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/115 [status:201 request:0.027s]
[2025-02-08T10:34:14.816+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/116 [status:201 request:0.014s]
[2025-02-08T10:34:14.835+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/117 [status:201 request:0.015s]
[2025-02-08T10:34:14.854+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/118 [status:201 request:0.016s]
[2025-02-08T10:34:14.873+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/119 [status:201 request:0.016s]
[2025-02-08T10:34:14.900+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/120 [status:201 request:0.021s]
[2025-02-08T10:34:14.920+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/121 [status:201 request:0.018s]
[2025-02-08T10:34:14.946+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/122 [status:201 request:0.017s]
[2025-02-08T10:34:14.962+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/123 [status:201 request:0.012s]
[2025-02-08T10:34:14.983+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/124 [status:201 request:0.019s]
[2025-02-08T10:34:15.012+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/125 [status:201 request:0.026s]
[2025-02-08T10:34:15.085+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/126 [status:201 request:0.061s]
[2025-02-08T10:34:15.142+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/127 [status:201 request:0.044s]
[2025-02-08T10:34:15.198+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/128 [status:201 request:0.049s]
[2025-02-08T10:34:15.262+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/129 [status:201 request:0.056s]
[2025-02-08T10:34:15.333+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/130 [status:201 request:0.064s]
[2025-02-08T10:34:15.496+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/131 [status:201 request:0.083s]
[2025-02-08T10:34:15.529+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/132 [status:201 request:0.021s]
[2025-02-08T10:34:15.559+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/133 [status:201 request:0.021s]
[2025-02-08T10:34:15.603+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/134 [status:201 request:0.033s]
[2025-02-08T10:34:15.650+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/135 [status:201 request:0.039s]
[2025-02-08T10:34:15.679+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/136 [status:201 request:0.019s]
[2025-02-08T10:34:15.695+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/137 [status:201 request:0.012s]
[2025-02-08T10:34:15.703+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/138 [status:201 request:0.007s]
[2025-02-08T10:34:15.735+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/139 [status:201 request:0.026s]
[2025-02-08T10:34:15.800+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/140 [status:201 request:0.048s]
[2025-02-08T10:34:15.846+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/141 [status:201 request:0.035s]
[2025-02-08T10:34:15.883+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/142 [status:201 request:0.032s]
[2025-02-08T10:34:15.907+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/143 [status:201 request:0.018s]
[2025-02-08T10:34:16.044+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/144 [status:201 request:0.132s]
[2025-02-08T10:34:16.133+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/145 [status:201 request:0.077s]
[2025-02-08T10:34:16.206+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/146 [status:201 request:0.057s]
[2025-02-08T10:34:16.338+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/147 [status:201 request:0.122s]
[2025-02-08T10:34:16.433+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/148 [status:201 request:0.082s]
[2025-02-08T10:34:16.478+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/149 [status:201 request:0.038s]
[2025-02-08T10:34:16.502+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/150 [status:201 request:0.019s]
[2025-02-08T10:34:16.610+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/151 [status:201 request:0.091s]
[2025-02-08T10:34:16.722+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/152 [status:201 request:0.090s]
[2025-02-08T10:34:16.798+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/153 [status:201 request:0.040s]
[2025-02-08T10:34:16.862+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/154 [status:201 request:0.049s]
[2025-02-08T10:34:16.877+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/155 [status:201 request:0.012s]
[2025-02-08T10:34:16.893+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/156 [status:201 request:0.013s]
[2025-02-08T10:34:16.909+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/157 [status:201 request:0.013s]
[2025-02-08T10:34:17.042+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/158 [status:201 request:0.130s]
[2025-02-08T10:34:17.066+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/159 [status:201 request:0.014s]
[2025-02-08T10:34:17.375+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/160 [status:201 request:0.282s]
[2025-02-08T10:34:17.398+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/161 [status:201 request:0.017s]
[2025-02-08T10:34:17.444+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/162 [status:201 request:0.043s]
[2025-02-08T10:34:17.542+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/163 [status:201 request:0.083s]
[2025-02-08T10:34:18.152+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/164 [status:201 request:0.581s]
[2025-02-08T10:34:18.273+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/165 [status:201 request:0.058s]
[2025-02-08T10:34:18.330+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/166 [status:201 request:0.032s]
[2025-02-08T10:34:18.363+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/167 [status:201 request:0.028s]
[2025-02-08T10:34:18.410+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/168 [status:201 request:0.039s]
[2025-02-08T10:34:18.449+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/169 [status:201 request:0.032s]
[2025-02-08T10:34:18.499+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/170 [status:201 request:0.038s]
